时间,事件,用户名,用户组,用户类型,认证方式,IP地址,终端MAC,接入点,接入点分组,接入网络, 虚拟局域网,角色,计算机名,终端类型,网卡厂商
="2019-02-01 07:03:07","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","A4-12-32-01-87-E1","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-02-01 08:07:58","接入","14-BD-61-D5-AC-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","14-BD-61-D5-AC-F5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:11:17","接入","9C-2E-A1-9E-43-13","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","9C-2E-A1-9E-43-13","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Xiaomi Communications Co Ltd"
="2019-02-01 08:13:00","接入","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","AC-29-3A-C4-F8-29","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:13:11","接入","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.100","AC-29-3A-C4-F8-29","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 08:14:23","接入","38-37-8B-49-B8-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-37-8B-49-B8-63","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-02-01 08:16:07","接入","38-37-8B-49-B8-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.101","38-37-8B-49-B8-63","BJAP03","Beijing","Brenntag-Guest","192","默认角色","HUAWEI_Mate_10_","安卓移动终端","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-02-01 08:16:08","接入","34-23-87-3A-76-75","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","34-23-87-3A-76-75","BJAP03","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-02-01 08:18:54","接入","00-CD-FE-36-41-0B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","00-CD-FE-36-41-0B","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:19:19","接入","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-41-A4-C0-A5-E3","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:19:23","接入","00-CD-FE-36-41-0B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.102","00-CD-FE-36-41-0B","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-6","苹果移动终端","Apple, Inc."
="2019-02-01 08:19:46","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","D8-8F-76-9F-C6-1D","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:20:14","接入","E4-B3-18-1E-4A-D8","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","E4-B3-18-1E-4A-D8","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 08:20:22","接入","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","D0-03-4B-A8-F3-F5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:20:44","接入","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-41-A4-C0-A5-E3","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 08:21:03","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:21:16","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.104","D8-8F-76-9F-C6-1D","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboydeiPhone","苹果移动终端","Apple, Inc."
="2019-02-01 08:21:36","接入","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 08:24:45","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.104","D8-8F-76-9F-C6-1D","BJAP01","Beijing","Brenntag-Guest","192","默认角色","xingboydeiPhone","苹果移动终端","Apple, Inc."
="2019-02-01 08:24:51","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.104","D8-8F-76-9F-C6-1D","BJAP02","Beijing","Brenntag-Guest","192","默认角色","xingboydeiPhone","苹果移动终端","Apple, Inc."
="2019-02-01 08:24:53","接入","E0-A3-AC-97-21-08","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","E0-A3-AC-97-21-08","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-02-01 08:25:35","接入","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.105","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 08:26:25","接入","60-A3-7D-3F-DC-08","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","60-A3-7D-3F-DC-08","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:28:09","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","00-CD-FE-39-D8-6B","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:28:18","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 08:28:45","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 08:30:12","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 08:30:22","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 08:39:33","接入","34-23-87-3A-76-75","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","10.8.92.78","34-23-87-3A-76-75","BJAP03","Beijing","Brenntag-User","1","默认角色","BACBJ1NBJQ","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-02-01 08:45:00","接入","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.100","AC-29-3A-C4-F8-29","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 08:46:21","接入","94-65-9C-A2-1C-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","94-65-9C-A2-1C-A5","BJAP02","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 08:47:03","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:47:55","接入","38-89-2C-22-96-ED","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-89-2C-22-96-ED","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:48:46","接入","38-89-2C-22-96-ED","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-89-2C-22-96-ED","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 08:48:47","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B4-8B-19-60-00-BD","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:48:51","接入","38-89-2C-22-96-ED","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.111","38-89-2C-22-96-ED","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 08:48:52","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.110","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 08:48:58","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.110","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 08:49:22","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","00-CD-FE-39-D8-6B","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:49:23","接入","80-19-34-E0-5D-F8","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","80-19-34-E0-5D-F8","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 08:49:26","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 08:50:08","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B4-8B-19-60-00-BD","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 08:50:13","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.112","B4-8B-19-60-00-BD","BJAP03","Beijing","Brenntag-Guest","192","默认角色","WRicharkiiPhone","苹果移动终端","Apple, Inc."
="2019-02-01 08:50:29","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 08:51:18","接入","64-9A-BE-4B-1E-D8","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","64-9A-BE-4B-1E-D8","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:52:40","接入","88-11-96-69-FD-DB","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","88-11-96-69-FD-DB","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-02-01 08:54:00","接入","94-E9-6A-47-AF-AF","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","94-E9-6A-47-AF-AF","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:54:06","接入","00-CD-FE-44-0B-F4","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","00-CD-FE-44-0B-F4","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:57:56","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","04-B1-67-67-04-E6","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Xiaomi Communications Co Ltd"
="2019-02-01 08:58:47","接入","7C-01-91-35-67-77","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","7C-01-91-35-67-77","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:59:09","接入","A4-38-CC-CE-F0-9F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","A4-38-CC-CE-F0-9F","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Nintendo Co.,Ltd"
="2019-02-01 08:59:09","接入","3C-6A-A7-FB-C4-2B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","3C-6A-A7-FB-C4-2B","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 08:59:37","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-C1-11-08-32-BC","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:59:43","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","08-F4-AB-69-A2-58","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 08:59:56","接入","48-43-7C-58-97-31","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-58-97-31","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 09:00:05","接入","14-AB-C5-3F-57-C8","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","14-AB-C5-3F-57-C8","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 09:02:50","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 09:06:01","接入","E0-A3-AC-97-21-08","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","E0-A3-AC-97-21-08","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-02-01 09:11:44","接入","9C-2E-A1-9E-43-13","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.99","9C-2E-A1-9E-43-13","BJAP02","Beijing","Brenntag-Guest","192","默认角色","MIX2S-Denisdexi","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-02-01 09:12:22","接入","9C-2E-A1-9E-43-13","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","9C-2E-A1-9E-43-13","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-02-01 09:12:33","接入","90-2B-D2-E8-27-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","90-2B-D2-E8-27-63","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-02-01 09:12:58","接入","94-65-9C-A2-1C-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","94-65-9C-A2-1C-A5","BJAP02","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 09:13:02","接入","94-65-9C-A2-1C-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","94-65-9C-A2-1C-A5","BJAP02","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 09:14:42","接入","48-43-7C-58-97-31","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-58-97-31","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 09:16:43","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.110","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 09:20:55","接入","A4-38-CC-CE-F0-9F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","A4-38-CC-CE-F0-9F","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Nintendo Co.,Ltd"
="2019-02-01 09:22:08","接入","9C-2E-A1-9E-43-13","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","9C-2E-A1-9E-43-13","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Xiaomi Communications Co Ltd"
="2019-02-01 09:22:20","接入","74-70-FD-47-27-28","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","74-70-FD-47-27-28","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 09:22:25","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B4-8B-19-60-00-BD","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 09:24:36","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 09:25:02","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 09:25:04","接入","00-CD-FE-39-D8-6B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.109","00-CD-FE-39-D8-6B","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-02-01 09:25:47","接入","F4-31-C3-38-15-4C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","F4-31-C3-38-15-4C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 09:26:38","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 09:27:07","接入","F4-31-C3-38-15-4C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","F4-31-C3-38-15-4C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 09:27:13","接入","F4-31-C3-38-15-4C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.124","F4-31-C3-38-15-4C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 09:28:26","接入","F4-31-C3-38-15-4C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","F4-31-C3-38-15-4C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 09:28:33","接入","F4-31-C3-38-15-4C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.124","F4-31-C3-38-15-4C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 09:34:11","接入","94-65-9C-A2-1C-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","94-65-9C-A2-1C-A5","BJAP02","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 09:34:16","接入","94-65-9C-A2-1C-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","94-65-9C-A2-1C-A5","BJAP02","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-02-01 09:43:01","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 09:43:03","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 09:43:21","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 09:47:19","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.121","08-F4-AB-69-A2-58","BJAP02","Beijing","Brenntag-Guest","192","默认角色","DanielspleWatch","苹果移动终端","Apple, Inc."
="2019-02-01 09:51:11","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.121","08-F4-AB-69-A2-58","BJAP03","Beijing","Brenntag-Guest","192","默认角色","DanielspleWatch","苹果移动终端","Apple, Inc."
="2019-02-01 09:56:09","接入","F4-31-C3-38-15-4C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.124","F4-31-C3-38-15-4C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 10:00:21","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.120","B8-C1-11-08-32-BC","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-02-01 10:01:14","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","90-F0-52-6E-71-87","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","MEIZU Technology Co., Ltd."
="2019-02-01 10:03:42","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.120","B8-C1-11-08-32-BC","BJAP03","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-02-01 10:17:34","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.120","B8-C1-11-08-32-BC","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-02-01 10:17:37","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.120","B8-C1-11-08-32-BC","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-02-01 10:17:46","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","08-F4-AB-69-A2-58","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 10:17:48","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.121","08-F4-AB-69-A2-58","BJAP02","Beijing","Brenntag-Guest","192","默认角色","DanielspleWatch","苹果移动终端","Apple, Inc."
="2019-02-01 10:18:59","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","90-F0-52-6E-71-87","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","安卓移动终端","MEIZU Technology Co., Ltd."
="2019-02-01 10:27:03","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-C1-11-08-32-BC","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 10:27:05","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","08-F4-AB-69-A2-58","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-02-01 10:27:07","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.120","B8-C1-11-08-32-BC","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-02-01 10:27:36","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.120","B8-C1-11-08-32-BC","BJAP03","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-02-01 10:28:58","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","08-F4-AB-69-A2-58","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-02-01 10:31:42","接入","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.120","B8-C1-11-08-32-BC","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-02-01 10:36:33","接入","14-BD-61-D5-AC-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.98","14-BD-61-D5-AC-F5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-02-01 10:38:29","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","90-F0-52-6E-71-87","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","MEIZU Technology Co., Ltd."
