时间,事件,用户名,用户组,用户类型,认证方式,IP地址,终端MAC,接入点,接入点分组,接入网络, 虚拟局域网,角色,计算机名,终端类型,网卡厂商
="2019-01-08 16:00:18","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:01:34","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:01:49","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:02:05","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:02:39","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:03:14","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:03:49","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:04:25","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:05:15","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:05:48","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:06:03","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:07:13","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:07:43","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:08:18","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:08:53","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:09:13","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:09:49","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:11:47","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:12:58","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","192.168.2.132","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:13:43","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:16:16","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:16:48","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:21:19","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:21:31","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:22:04","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:22:36","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:23:46","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:24:18","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:24:54","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:25:27","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:25:35","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:26:09","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:26:30","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:27:42","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:28:14","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:32:22","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:33:02","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:33:09","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:33:44","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:34:19","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:35:06","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:35:39","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:41:33","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:42:44","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:43:55","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:44:29","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:44:59","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:45:34","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:47:07","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:47:39","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:48:18","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:48:49","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:49:07","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:49:42","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:54:18","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:59:56","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:00:22","接入","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Intel Corporate"
="2019-01-08 17:00:54","接入","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.165.69","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBLXING","Windows PC","Intel Corporate"
="2019-01-08 17:01:24","接入","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.165.69","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBLXING","Windows PC","Intel Corporate"
="2019-01-08 17:02:09","接入","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.165.69","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBLXING","Windows PC","Intel Corporate"
="2019-01-08 17:09:43","接入","z_edward","/For BrenntagAsia user/DC=Brenntag-asia,DC=local/COUNTRY/CHINA/Users - Beijing/","外部用户","Web认证","10.8.92.173","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-AD-User","11","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:11:57","接入","z_edward","/For BrenntagAsia user/DC=Brenntag-asia,DC=local/COUNTRY/CHINA/Users - Beijing/","外部用户","Web认证","10.8.92.170","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-AD-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:13:43","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:14:14","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:14:51","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:15:24","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:15:59","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:16:51","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:17:26","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:17:59","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:18:34","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:19:04","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:19:34","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:20:04","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:20:34","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:21:04","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:21:39","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:22:09","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:22:39","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:23:09","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:23:39","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:24:09","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:24:44","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:25:14","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:25:44","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:26:19","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:26:52","接入","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:30:08","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:30:47","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:31:26","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:32:06","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:32:45","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:33:25","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:34:05","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:47:10","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:47:28","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:48:08","接入","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
