时间,事件,用户名,用户组,用户类型,认证方式,IP地址,终端MAC,接入点,接入点分组,接入网络, 虚拟局域网,角色,计算机名,终端类型,网卡厂商
="2019-01-08 16:01:33","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:01:49","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:02:05","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:02:38","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:03:13","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:03:48","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:04:21","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:04:25","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:05:48","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:05:58","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:07:12","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:07:43","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:08:18","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:08:53","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:08:59","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:09:48","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:10:07","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:12:55","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","192.168.2.132","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:13:43","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:13:57","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:16:48","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:17:09","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:21:31","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:22:03","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:22:15","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:23:45","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:24:18","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:24:53","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:25:27","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:25:35","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:26:08","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:26:11","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:27:42","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:28:13","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:28:29","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:32:53","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:33:05","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:33:43","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:34:18","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:34:48","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:35:38","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:35:43","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:42:44","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:43:13","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:44:28","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:44:58","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:45:33","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:45:57","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:47:38","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:47:39","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:48:48","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:49:05","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:49:26","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:53:59","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","10.8.92.32","68-94-23-6D-72-6F","BJAP01","Beijing","BJuser","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 16:55:38","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","开放式","10.8.92.32","68-94-23-6D-72-6F","BJAP01","Beijing","-","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:00:53","退出","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.165.69","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBLXING","Windows PC","Intel Corporate"
="2019-01-08 17:01:23","退出","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.165.69","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBLXING","Windows PC","Intel Corporate"
="2019-01-08 17:02:08","退出","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","169.254.165.69","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBLXING","Windows PC","Intel Corporate"
="2019-01-08 17:02:55","退出","F8-59-71-C2-B8-70","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","10.8.92.48","F8-59-71-C2-B8-70","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBLXING","Windows PC","Intel Corporate"
="2019-01-08 17:10:39","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","10.8.92.32","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:12:51","退出","z_edward","/For BrenntagAsia user/DC=Brenntag-asia,DC=local/COUNTRY/CHINA/Users - Beijing/","外部用户","Web认证","10.8.92.170","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-AD-User","11","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:14:13","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:14:43","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:15:23","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:15:58","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:16:28","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:16:29","退出","z_edward","/For BrenntagAsia user/DC=Brenntag-asia,DC=local/COUNTRY/CHINA/Users - Beijing/","外部用户","Web认证","10.8.92.173","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-AD-User","11","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:17:23","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:17:59","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:18:33","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:19:03","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:19:33","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:20:03","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:20:33","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:21:04","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:21:38","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:22:08","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:22:38","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:23:08","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:23:38","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:24:09","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:24:43","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:25:13","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:25:44","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:26:19","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:26:51","退出","68-94-23-6D-72-6F","/PSK认证组/","本地用户","WPA-PSK(个人)","169.254.205.48","68-94-23-6D-72-6F","BJAP01","Beijing","Brenntag-Guest","192","默认角色","BACBJ1NB17","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-08 17:30:45","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:31:24","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:32:04","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:32:43","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:33:22","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:34:03","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:34:42","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:47:26","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-08 17:48:05","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK(个人)","-","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
